id,name,city,rating,rating_count,cost,cuisine,lic_no,link,address,menu
531342,Janta Sweet House,Abohar,4.4,50,200,"Sweets,Bakery",1.21E+13,https://www.swiggy.com/restaurants/janta-sweet-house-central-abohar-abohar-531342,"Janta Sweet House, Bazar No.9, Circullar Road, Abohar",Menu/531342.json
158203,theka coffee desi,Abohar,3.8,100,100,Beverages,2.21E+13,https://www.swiggy.com/restaurants/theka-coffee-desi-central-raipura-abohar-158203,"theka coffee desi, sahtiya sadan road city",Menu/158203.json
187912,Singh Hut,Abohar,3.7,20,250,"Fast Food,Indian",2.21E+13,https://www.swiggy.com/restaurants/singh-hut-nehru-park-main-bazar-abohar-187912,"Singh Hut, CIRCULAR ROAD NEAR NEHRU PARK ABOHAR",Menu/187912.json
158204,Sam Uncle,Abohar,3.6,20,200,Continental,2.21E+13,https://www.swiggy.com/restaurants/sam-uncle-central-main-bazar-abohar-158204,"Sam Uncle, hanumangarh road near raja bajaj showroom abohar",Menu/158204.json
156588,shere punjab veg,Abohar,4,100,150,North Indian,2.21E+13,https://www.swiggy.com/restaurants/shere-punjab-veg-central-krishna-nagri-abohar-156588,"shere punjab veg, major surinder chowk near verma sons petrol pump and lic building abohar",Menu/156588.json
156602,Hinglaj Kachori Bhandhar,Abohar,4.2,20,100,"Snacks,Chaat",2.21E+13,https://www.swiggy.com/restaurants/hinglaj-kachori-bhandhar-central-main-bazar-abohar-156602,"Hinglaj Kachori Bhandhar, street no 11 circular road ,Abohar",Menu/156602.json
156590,Sethi Milk Badam,Abohar,4.2,20,100,"Sweets,Desserts",2.21E+13,https://www.swiggy.com/restaurants/sethi-milk-badam-central-krishna-nagri-abohar-156590,"Sethi Milk Badam, main bazar street no 11 abohar",Menu/156590.json
156587,Bharawan Da Dhaba,Abohar,4.4,50,300,Indian,license,https://www.swiggy.com/restaurants/bharawan-da-dhaba-central-abohar-abohar-156587,"Bharawan Da Dhaba, rimpy bakery 12 circular road main bazar abohar",Menu/156587.json
394554,Roll Express,Abohar,4,20,200,Fast Food,2.21E+13,https://www.swiggy.com/restaurants/roll-express-central-abohar-abohar-394554,"Roll Express, Roll Express, Opposite Dr. Sarla Sethi Hospital, Near DAV College, Hanumangarh Road, Abohar",Menu/394554.json
530909,FOODY MOOD,Abohar,4.7,20,300,"Fast Food,Chinese",2.21E+13,https://www.swiggy.com/restaurants/foody-mood-central-abohar-abohar-530909,"FOODY MOOD, Arya nagar St no 7 Abohar, Abohar (M Cl),  Fazilka 1(Abohar), Fazilka, Punjab - 152116",Menu/530909.json
420675,Royal Chicken,Abohar,4.2,20,200,"Mughlai,North Indian",2.21E+13,https://www.swiggy.com/restaurants/royal-chicken-central-abohar-abohar-420675,"Royal Chicken, Near Naveen Sethi Hospital, Under Flyover, Abohar",Menu/420675.json
171675,Domino's Pizza,Abohar,4.4,20,400,Pizzas,1.21E+13,https://www.swiggy.com/restaurants/dominos-pizza-central-raipura-abohar-171675,"Domino's Pizza, ADAHeights,HanumangarhRoad,SunderNagari,Abohar,District,Fazilka",Menu/171675.json
351387,NIKKU VEG THALI,Abohar,4.1,100,150,North Indian,2.21E+13,https://www.swiggy.com/restaurants/nikku-veg-thali-central-old-suraj-nagari-abohar-351387,"NIKKU VEG THALI, College Road, Near Railway Line, Abohar",Menu/351387.json
461724,SUDESH FAST FOOD,Abohar,4,20,250,"Bakery,Chinese",license,https://www.swiggy.com/restaurants/sudesh-fast-food-central-abohar-abohar-461724,"SUDESH FAST FOOD, Shri Ganganagar Road, Near Tara  Estate, Fazilka 1(Abohar), Fazilka, ,  Punjab, 152116",Menu/461724.json
161405,Bihari da vaishno dhaba,Abohar,4,20,200,North Indian,2.21E+13,https://www.swiggy.com/restaurants/bihari-da-vaishno-dhaba-central-nanak-nagri-abohar-161405,"Bihari da vaishno dhaba, hanumangarh road mahavir colony lajpat nagar abohar",Menu/161405.json
224008,Sharma Bakery,Adilabad,3.5,20,100,Bakery,3.02E+13,https://www.swiggy.com/restaurants/sharma-bakery-city-mahalaxmiwada-adilabad-224008,"Sharma Bakery, Near Kumar Janta Ganesh Mandal, Kumar Pet Adilabad",Menu/224008.json
165533,IFC Restaurant,Adilabad,3.5,100,400,American,1.36E+13,https://www.swiggy.com/restaurants/ifc-restaurant-mahalaxmiwada-adilabad-165533,"IFC Restaurant, Jagadamba Towers, Gandhi Printing Press, Adilabad",Menu/165533.json
225827,Ayappa Fast Food,Adilabad,3.6,20,100,Chinese,license,https://www.swiggy.com/restaurants/ayappa-fast-food-city-ravindra-nagar-colony-adilabad-225827,"Ayappa Fast Food,  opp-little star high school, ravindra nagar colony,, Adilabad - 504001",Menu/225827.json
242943,Hot N Chill Restaurant,Adilabad,3.5,100,150,"European,Italian",1.36E+13,https://www.swiggy.com/restaurants/hot-n-chill-restaurant-city-bhuktapur-adilabad-242943,"Hot N Chill Restaurant, H NO 4 -4 -703 BHUKTHAPUR,ADILABAD 504001",Menu/242943.json
186286,China Kitchen Fast Food,Adilabad,3.1,20,150,"Chinese,Fast Food",2.36E+13,https://www.swiggy.com/restaurants/china-kitchen-fast-food-tamsi-bus-stand-adilabad-city-adilabad-186286,"China Kitchen Fast Food, Gunj Road,Near Tamsi BusStand,Adilabad",Menu/186286.json
166613,Devi Family Restaurant,Adilabad,3.4,50,400,"Indian,Chinese",1.36E+13,https://www.swiggy.com/restaurants/devi-family-restaurant-collector-chowk-chaitanyapuri-adilabad-166613,"Devi Family Restaurant, Collector Chowk, Adilabada",Menu/166613.json
186289,Hotel Radha Grand Family restaurant,Adilabad,3.5,50,200,Biryani,license,https://www.swiggy.com/restaurants/hotel-radha-grand-family-restaurant-collector-chock-chaitanyapuri-adilabad-186289,"Hotel Radha Grand Family restaurant, opp: Star Medicals,near RIMS Hospital,Collector Chock.Adilabad",Menu/186289.json
165532,Hotel Surabhi Grand,Adilabad,3.7,100,300,"Indian,Chinese",1.36E+13,https://www.swiggy.com/restaurants/hotel-surabhi-grand-mahalaxmiwada-adilabad-165532,"Hotel Surabhi Grand, Cinema Road, Adilabad",Menu/165532.json
169281,Food Court,Adilabad,3.4,50,400,"Indian,Chinese",license,https://www.swiggy.com/restaurants/food-court-bus-stand-vidya-nagar-adilabad-169281,"Food Court, Bus Stand Road,Adilabad",Menu/169281.json
167432,Minerva Ice Cream,Adilabad,4,20,250,Desserts,1.36E+13,https://www.swiggy.com/restaurants/minerva-ice-cream-collector-chowk-adilabad-city-adilabad-167432,"Minerva Ice Cream, Collector Chowk, Adilabad",Menu/167432.json
226299,Lotus Grand Family Restaurant,Adilabad,3.6,50,250,Biryani,1.36E+13,https://www.swiggy.com/restaurants/lotus-grand-family-restaurant-city-ravindra-nagar-colony-adilabad-226299,"Lotus Grand Family Restaurant, opp bustand Adilabad",Menu/226299.json
167412,Sri Sai Mom's Kitchen Restaurant,Adilabad,3.3,20,400,Biryani,1.36E+13,https://www.swiggy.com/restaurants/sri-sai-moms-kitchen-restaurant-dasnapur-teachers-colony-adilabad-167412,"Sri Sai Mom's Kitchen Restaurant, Teachers Coloney, Dasnapur, Adilabad",Menu/167412.json
165530,Renuka Hotel,Adilabad,3.1,20,250,South Indian,license,https://www.swiggy.com/restaurants/renuka-hotel-punjabi-chowk-mahalaxmiwada-adilabad-165530,"Renuka Hotel, Punjabi Chowk, Opp To Kushi Bar, Adilabad",Menu/165530.json
255925,Tanishq Family Restaurant,Adilabad,3.7,50,250,"Chinese,Indian",1.31E+13,https://www.swiggy.com/restaurants/tanishq-family-restaurant-city-bhuktapur-adilabad-255925,"Tanishq Family Restaurant, Bhukthapur,Adilabad,Telanagana",Menu/255925.json
225921,KMC Hotel,Adilabad,3.6,20,100,Biryani,license,https://www.swiggy.com/restaurants/kmc-hotel-city-ravindra-nagar-colony-adilabad-225921,"KMC Hotel, NTR CHOWK Adilabad",Menu/225921.json
321587,Kwality Walls Frozen Dessert and Ice Cream Shop,Adityapur,4.8,20,300,Desserts,2.11E+13,https://www.swiggy.com/restaurants/kwality-walls-frozen-dessert-and-ice-cream-shop-sakchi-jamshedpur-321587,"Kwality Walls Frozen Dessert and Ice Cream Shop, Shop No.1(II), B. No.1, Mango Bus Stand, P.S. Sakchi, P.S. Sitaramdera , District - Purbi Singhbhum, STATE - Jharkhand",Menu/321587.json
439487,La Pino'z Pizza,Adityapur,4.1,500,200,"Pizzas,Fast Food",1.11E+13,https://www.swiggy.com/restaurants/la-pinoz-pizza-bistupur-jamshedpur-439487,"La Pino'z Pizza, Ground Floor, 29, Kharkai Link Road, Bistupur, Jamshedpur, East Singhbhum, Jharkhand, 831001",Menu/439487.json
397980,Chaw Box,Adityapur,3.3,100,300,"Chinese,North Indian",2.11E+13,https://www.swiggy.com/restaurants/chaw-box-adityapur-jamshedpur-397980,"Chaw Box, 1295, MAIN ROAD ADITYAPUR, SERAIKELAKHARSAWAN, BEHIND SHARMA MARKET,  JHARKHAND, KHARSAWAN, KHARSAWAN,  Saraikela, Jharkhand-831013",Menu/397980.json
304302,Cafe Coffee Day,Adityapur,3.7,50,300,"Beverages,Snacks",1.11E+13,https://www.swiggy.com/restaurants/cafe-coffee-day-bistupur-jamshedpur-304302,"Cafe Coffee Day, cafecoffee day .D-costa mansion,Bistupur ,jamshedpur purbi singhbhum (jharkhand)",Menu/304302.json
533186,Aditya Inn Restaurant,Adityapur,3.6,100,150,"Biryani,Chinese",2.11E+13,https://www.swiggy.com/restaurants/aditya-inn-restaurant-adityapur-jamshedpur-533186,"Aditya Inn Restaurant, Plot number 1295, Main Rd, Behind  Sharma market, Adityapur Basti,  Adityapur,GAMAHARIA, Saraikela, ,  Jharkhand, 831013",Menu/533186.json
138890,Indian Bakery,Adityapur,3.3,100,200,Bakery,2.11E+13,https://www.swiggy.com/restaurants/indian-bakery-sonari-bistupur-jamshedpur-138890,"Indian Bakery, SHOP NO 1, RANI KUDAR,KADMA, JAMSHEDPUR",Menu/138890.json
137701,The Onyx (Pure veg),Adityapur,3.8,100,300,"Indian,Chinese",2.11E+13,https://www.swiggy.com/restaurants/the-onyx-pure-veg-adityapur-jamshedpur-137701,"The Onyx (Pure veg), SHERE-PUNJAB CHOUK, TATA KANDRA MAIN ROAD, BESIDE V MART, ADITYAPUR, JAMSHEDPUR",Menu/137701.json
133352,NEW GANGOUR SWEETS (Adityapur),Adityapur,4,50,200,South Indian,2.11E+13,https://www.swiggy.com/restaurants/new-gangour-sweets-adityapur-adityapur-jamshedpur-133352,"NEW GANGOUR SWEETS (Adityapur), JEET COMPLEX MAIN ADITYAPUR ROAD,NEAR SHERE PUNJAB CHOWK",Menu/133352.json
150497,National Bakery,Adityapur,4.4,50,399,"Bakery,Snacks",2.11E+13,https://www.swiggy.com/restaurants/national-bakery-sakchi-agrico-jamshedpur-150497,"National Bakery, 725, NEW SITARAM DERA, SAKCHI, JAMSHEDPUR",Menu/150497.json
113948,KFC,Adityapur,4,500,400,"American,Snacks",1.11E+13,https://www.swiggy.com/restaurants/kfc-p-and-m-mall-bistupur-jamshedpur-113948,"KFC, P&M Mall ,Outer Circle Road ,Bistupur ,Jamshedpur Jharkhand 831001",Menu/113948.json
412357,Buddha Delight - Gamharia,Adityapur,3.5,100,200,"Chinese,Indian",2.11E+13,https://www.swiggy.com/restaurants/buddha-delight-gamharia-adityapur-gamharia-jamshedpur-412357,"Buddha Delight - Gamharia, Road No-4,Near Railway Barrack,Adityapur-2,Inchagarh,Saraikela,Jharkhand-831013",Menu/412357.json
102037,Dosa Planet,Adityapur,3.9,500,249,"South Indian,Indian",2.11E+13,https://www.swiggy.com/restaurants/dosa-planet-bistupur-jamshedpur-102037,"Dosa Planet, Near Ramkrishan Mission School, Bistupur",Menu/102037.json
101351,Pizza Hut,Adityapur,3.3,100,350,Pizzas,1.12E+13,https://www.swiggy.com/restaurants/pizza-hut-hi-tech-city-centre-bistupur-jamshedpur-101351,"Pizza Hut, Unit No RT -11 P amd M Hi Tech City Centre,Bistupur, Jamshedpur,Jharkhand",Menu/101351.json
102842,Junction,Adityapur,3.9,500,399,"Indian,Chinese",2.11E+13,https://www.swiggy.com/restaurants/junction-bistupur-jamshedpur-102842,"Junction, Shop 22, Millennium Tower, South Park, Bistupur, Jamshedpur",Menu/102842.json
138891,Kolkata Royal Biryani,Adityapur,3.7,500,150,"Biryani,Street Food",2.11E+13,https://www.swiggy.com/restaurants/kolkata-royal-biryani-bistupur-jamshedpur-138891,"Kolkata Royal Biryani, Railway Crossing, near State Bank, Jugsalai Fatak, Chowk Bazar, Jugsalai, Jamshedpur, Jharkhand 813006",Menu/138891.json
143143,Yummerica Fries,Adityapur,3.8,50,400,"American,Beverages",license,https://www.swiggy.com/restaurants/yummerica-fries-telco-bistupur-jamshedpur-143143,"Yummerica Fries, Yummerica Fries, Food Court, PM Mall, Bistupur, Jamshedpur",Menu/143143.json
558957,Tandoori Hut,Adityapur,4.4,20,400,"North Indian,Tandoor",1.11E+13,https://www.swiggy.com/restaurants/tandoori-hut-bistupur-jamshedpur-558957,"Tandoori Hut, H.NO- 21/A, AWTAR BUILDING, OUTER CIRCLE ROAD NO.2, GURUDWARA BASTI, BISTUPUR , Muncipality, Purbi Singhbhum, Jharkhand-831001",Menu/558957.json
489011,Karim's,Adityapur,2.7,20,500,"Snacks,Kebabs",2.11E+13,https://www.swiggy.com/restaurants/karims-bistupur-jamshedpur-489011,"Karim's , Bistupur Main Rd, South Park, Bistupur, Jamshedpur, Jharkhand 831001, India",Menu/489011.json
116273,New Gangour Sweets (Bistupur),Adityapur,4.3,100,99,Sweets,2.11E+13,https://www.swiggy.com/restaurants/new-gangour-sweets-bistupur-bistupur-jamshedpur-116273,"New Gangour Sweets (Bistupur), Main road Bistupur",Menu/116273.json
478936,Momo Nation Cafe,Adityapur,3.8,50,200,"Nepalese,Chinese",1.11E+13,https://www.swiggy.com/restaurants/momo-nation-cafe-bistupur-jamshedpur-478936,"Momo Nation Cafe, Shop No. 21, Millennium Tower, R-Road, BIstupur, P.O. & P.S. Bistupur, Jamshedpur, Jamshedpur Urban, Purbi Singhbhum, Jharkhand-831001",Menu/478936.json
477627,NIC Natural Ice Creams,Adityapur,4.4,500,120,"Ice Cream,Desserts",2.11E+13,https://www.swiggy.com/restaurants/nic-natural-ice-creams-bistupur-jamshedpur-477627,"NIC Natural Ice Creams, 1st Floor, Outer Circle Rd, Dey Complex, Building No.5, near Kantilal Medica Hospital, South Park, Bistupur, Jamshedpur, Jharkhand 831001",Menu/477627.json
437616,Haldiram's Prabhuji,Adityapur,4,100,300,"North Indian,South Indian",license,https://www.swiggy.com/restaurants/haldirams-prabhuji-bistupur-jamshedpur-437616,"Haldiram's Prabhuji, H.No. 2, Sura Bhawan, Bistpur, Near Gangotri House Jamshedpur, Jharkhand, JJ Heights 831001",Menu/437616.json
342366,Chowringhee Square,Adityapur,3.5,20,250,"Biryani,North Indian",license,https://www.swiggy.com/restaurants/chowringhee-square-bistupur-jamshedpur-342366,"Chowringhee Square, PM MALL, BISTUPUR, JAMSHEDPUR",Menu/342366.json
557008,Kanya Restaurant,Adityapur,4.1,500,200,"North Indian,Chinese",2.11E+13,https://www.swiggy.com/restaurants/kanya-restaurant-bistupur-jamshedpur-557008,"Kanya Restaurant, PLOT NO 2606 BLOCK NO 1 SHASTRINAGAR KADMA",Menu/557008.json
97199,Domino's Pizza,Adityapur,4.1,50,400,Pizzas,1.11E+13,https://www.swiggy.com/restaurants/dominos-pizza-jharkhand-bistupur-jamshedpur-97199,"Domino's Pizza, ROSHAN TOWER,FIRST FLOORBISTUPUR MAIN ROADBESIDE SACHDEV CYCLE MARTJAMSHEDPURJAMSHEDPURJHARKHAND831001",Menu/97199.json
134569,Motel Madhuban,Adityapur,4.1,100,499,"Indian,Chinese",1.11E+13,https://www.swiggy.com/restaurants/motel-madhuban-adityapur-jamshedpur-134569,"Motel Madhuban, MAIN ROAD,INDUSTRIAL AREA ADITYAPUR,JAMSHEDPUR",Menu/134569.json
183009,Baker Street,Adityapur,4.1,100,150,Bakery,1.11E+13,https://www.swiggy.com/restaurants/baker-street-bistupur-jamshedpur-183009,"Baker Street, NEAR HERO SHOWROOM,DIAGOANAL ROAD, BISTUPUR, JAMSHEDPUR",Menu/183009.json
174586,Dasaprakash,Adityapur,4.3,100,400,"South Indian,North Indian",1.11E+13,https://www.swiggy.com/restaurants/dasaprakash-ashirwad-building-outer-circle-road-bistupur-jamshedpur-174586,"Dasaprakash, ASHIRWAD BUILDING,OUTER CIRCLE ROAD,BISTUPUR",Menu/174586.json
102042,Biryani House,Adityapur,2.9,20,499,"Biryani,Indian",1.11E+13,https://www.swiggy.com/restaurants/biryani-house-bistupur-jamshedpur-102042,"Biryani House, Crystal Square, kharkhai road link road, Bistupur, Jamshedpur",Menu/102042.json
431339,Little Metro,Adityapur,3.9,100,200,"North Indian,Chinese",2.11E+13,https://www.swiggy.com/restaurants/little-metro-bistupur-jamshedpur-431339,"Little Metro, Bhadani Trade Center, R. Road, (near  rollacosta), Jamshedpur-831001, Kadma,  Muncipality, Purbi Singhbhum,  Jharkhand-831001",Menu/431339.json
109550,The Madrasi Hotel,Adityapur,4.3,100,299,South Indian,1.11E+13,https://www.swiggy.com/restaurants/the-madrasi-hotel-bistupur-jamshedpur-109550,"The Madrasi Hotel, 10, J.Road, Bistupur, Jamshedpur",Menu/109550.json
477628,Grameen Kulfi,Adityapur,4.5,100,120,"Ice Cream,Desserts",2.11E+13,https://www.swiggy.com/restaurants/grameen-kulfi-bistupur-jamshedpur-477628,"Grameen Kulfi, 1st Floor, Outer Circle Rd, Dey Complex, Building No.5, near Kantilal Medica Hospital, South Park, Bistupur, Jamshedpur, Jharkhand 831001",Menu/477628.json
129550,Asian Inn,Adityapur,4,1,399,"Indian,Tandoor",1.11E+13,https://www.swiggy.com/restaurants/asian-inn-bistupur-jamshedpur-129550,"Asian Inn, 89, DHATIDIH MARKET , DATKIDIH",Menu/129550.json
387674,Biggies Burger,Adityapur,3.8,100,300,"American,Fast Food",2.11E+13,https://www.swiggy.com/restaurants/biggies-burger-bistupur-jamshedpur-387674,"Biggies Burger, H NO. - NIL04, KASHI KUNJ, ROAD NO. - 2 BISTUPUR, MUNICIPALITY, PURBI SINGHBHUM, JHARKHAND - 831001",Menu/387674.json
183165,Kaveri (Adityapur),Adityapur,3.5,100,200,Indian,2.11E+13,https://www.swiggy.com/restaurants/kaveri-adityapur-m-3-adityapur-jamshedpur-183165,"Kaveri (Adityapur), NIT, M-3, ADITYAPUR, JAMSHEDPUR",Menu/183165.json
293915,Subway,Adityapur,3.3,100,350,"Healthy Food,Salads",1.11E+13,https://www.swiggy.com/restaurants/subway-bistupur-jamshedpur-293915,"Subway, Road no. 2, Contractors area, Bistupur, Jamshedpur",Menu/293915.json
109258,What's up Food,Adityapur,3.6,20,200,Chinese,2.11E+13,https://www.swiggy.com/restaurants/whats-up-food-bistupur-sonari-jamshedpur-109258,"What's up Food, Inner Circular Road, TMH Back Gate, Near Shambhu Paan Bhandhar, Bistupur, Jamshedpur",Menu/109258.json
483552,AUROUS RESTRO LOUNGE,Adityapur,4,100,500,"Continental,American",2.11E+13,https://www.swiggy.com/restaurants/aurous-restro-lounge-bistupur-jamshedpur-483552,"AUROUS RESTRO LOUNGE, SHANGRILLA TOWER 1ST FLOOR  SHANGRILLA TOWER,SB SHOP AREA MAIN  ROAD,BISTUPUR, Bistupur, Muncipality,  Purbi Singhbhum, Jharkhand - 831001",Menu/483552.json
517939,The Novelty,Adityapur,2.7,20,249,"South Indian,Chinese",2.11E+13,https://www.swiggy.com/restaurants/the-novelty-adityapur-jamshedpur-517939,"The Novelty, M- 4 , NIT Coperative Society , NIT Main  Road , Adityapur 2 , District - Saraikela  Kharaswan , Jharkhand , ADITYAPUR-2,  ROAD NO- 3,4,5,6,7,8,9,10, NAGAR NIGAM  (ADITYAPUR), Saraikela, Jharkhand -",Menu/517939.json
154840,Anand,Adityapur,4.3,500,299,"South Indian,Indian",1.11E+13,https://www.swiggy.com/restaurants/anand-bistupur-jamshedpur-154840,"Anand, 7 J-road bistupr",Menu/154840.json
494001,Kolkata Biryani - Jugsalai,Adityapur,3.8,50,150,Biryani,2.11E+13,https://www.swiggy.com/restaurants/kolkata-biryani-jugsalai-bistupur-jamshedpur-494001,"Kolkata Biryani - Jugsalai, Near jugsalai Railway fatak, Jugsalai, P.O & P.SJugsala, Churda,Patamda,purbi Singhbhum,Jharkhand,831006",Menu/494001.json
510109,The Bawarchi,Adityapur,2.5,20,150,"North Indian,Chinese",2.11E+13,https://www.swiggy.com/restaurants/the-bawarchi-bistupur-jamshedpur-510109,"The Bawarchi, GNS Tower, Ram Das Bhatta, Bistupur, Jamshedpur, Jharkhand 831005",Menu/510109.json
249335,BEYOND TEMPTATION,Adityapur,3.3,20,199,"Pizzas,Pastas",2.11E+13,https://www.swiggy.com/restaurants/beyond-temptation-bistupur-jamshedpur-249335,"BEYOND TEMPTATION, E/3, RAM DAS BHATTA ROAD, MUNCIPALITY",Menu/249335.json
174458,Milanee s Kitchen,Adityapur,4.2,100,399,"Bengali,Indian",1.11E+13,https://www.swiggy.com/restaurants/milanee-s-kitchen-womens-college-bistupur-jamshedpur-174458,"Milanee s Kitchen, J Road, infront of women's college, bistupur, jamshedpur",Menu/174458.json
129691,Al Karim Fast Food,Adityapur,4.2,100,200,"Street Food,Chinese",2.11E+13,https://www.swiggy.com/restaurants/al-karim-fast-food-bistupur-sonari-jamshedpur-129691,"Al Karim Fast Food, DHATKIDIH , B BLOCK , LINE NO 01 , H NO 04 ,NEAR KIDS INTERNATIONAL PLAY  SCOOL",Menu/129691.json
139864,Raj Sweets and Snackes (Sindhi),Adityapur,3.7,20,200,"Indian,South Indian",2.11E+13,https://www.swiggy.com/restaurants/raj-sweets-and-snackes-sindhi-bistupur-jamshedpur-139864,"Raj Sweets and Snackes (Sindhi), Raj Sweets, Main Road Bistupur, Near Auto stand, Opposite Canara Bank, Jamshedpur",Menu/139864.json
486482,The Moti Mahal,Adityapur,3.2,100,399,"Indian,Chinese",2.11E+13,https://www.swiggy.com/restaurants/the-moti-mahal-bistupur-jamshedpur-486482,"The Moti Mahal, BESIDE CHAGANLAL JEWELERS OPP  FLOWER SHOP BISTUPUR MARKET,  Bistupur, Muncipality, Purbi Singhbhum,  Jharkhand - 831001",Menu/486482.json
109839,Manohar Maharaj & Sons,Adityapur,4.3,50,100,"South Indian,Chaat",2.11E+13,https://www.swiggy.com/restaurants/manohar-maharaj-and-sons-bistupur-jamshedpur-109839,"Manohar Maharaj & Sons, 1/14, Bistupur Market, Bistupur, Jamshedpur",Menu/109839.json
102219,Chinese Inn,Adityapur,4.2,50,399,"Chinese,Indian",1.11E+13,https://www.swiggy.com/restaurants/chinese-inn-bistupur-jamshedpur-102219,"Chinese Inn, Contractors area, Bistupur, Jamshedpur",Menu/102219.json
364571,DELLISH,Adityapur,3.6,20,300,"Chinese,Continental",2.11E+13,https://www.swiggy.com/restaurants/dellish-bistupur-jamshedpur-364571,"DELLISH, H NO. - NIL 32, 8TH AVENUE, SOUTHERN TOWN, BISTUPUR, P.O. & P.S,  BISTUPUR, MUNICIPALITY, PURBI SINGHBHUM (JHARKHAND) - 831001",Menu/364571.json
413342,Ramesh Kulfi,Adityapur,3.3,20,200,"Chinese,North Indian",2.11E+13,https://www.swiggy.com/restaurants/ramesh-kulfi-bistupur-jamshedpur-413342,"Ramesh Kulfi, Masala Patti Bistupur,Near Fruit  Market,Jamshedpur,Jamshedpur Urban,Purbi Singhbhum,Jharkhand-831001",Menu/413342.json
387177,New Gangour Sweets,Adityapur,4.1,50,200,"Sweets,Snacks",1.11E+13,https://www.swiggy.com/restaurants/new-gangour-sweets-bistupur-jamshedpur-387177,"New Gangour Sweets, SBI BUILDING, RAILWAY CROSSING, JUGSALAI, JAMSHEDPUR22",Menu/387177.json
141706,Fakira Chanachur,Adityapur,4.3,20,199,Snacks,2.11E+13,https://www.swiggy.com/restaurants/fakira-chanachur-bistupur-jamshedpur-141706,"Fakira Chanachur, MAIN ROAD CO KIOSK, B.20 B INFRONT KAMANI CENTRE, BISTUPUR, JAMSHEDPUR",Menu/141706.json
456922,Sehat World,Adityapur,3.8,20,50,"Beverages,Italian",2.11E+13,https://www.swiggy.com/restaurants/sehat-world-bistupur-jamshedpur-456922,"Sehat World, E3 RoadRam Das BhattaBistupur Jamshedpur Jharkhand 831001India",Menu/456922.json
102582,Brubeck Bakery,Adityapur,4.1,100,200,"Bakery,Desserts",1.11E+13,https://www.swiggy.com/restaurants/brubeck-bakery-bistupur-jamshedpur-102582,"Brubeck Bakery, Dcosta mansion, main road Bistupur",Menu/102582.json
405031,Annapurna,Adityapur,4.2,20,200,"Chinese,Tandoor",1.11E+13,https://www.swiggy.com/restaurants/annapurna-bistupur-jamshedpur-405031,"Annapurna, HOTEL CASTLE,ROAD NO - 2,CONTRACTOR'S AREA,BISTUPUR, Jamshedpur Urban, Purbi Singhbhum(Jharkhand) -831001",Menu/405031.json
263185,The Chocolate Room,Adityapur,3.7,20,400,"Bakery,Beverages",2.11E+13,https://www.swiggy.com/restaurants/the-chocolate-room-bistupur-jamshedpur-263185,"The Chocolate Room, SHOP NO - 2 ,JYOTI APARTMENT CONTRACTOR'S AREA , BISTUPUR",Menu/263185.json
109549,Le Bon,Adityapur,4.2,100,399,"Bakery,Pizzas",1.11E+13,https://www.swiggy.com/restaurants/le-bon-bistupur-jamshedpur-109549,"Le Bon, Aviskar Tower, Inner Circle Road, Bistupur",Menu/109549.json
163436,New Chappan Bhog - Bistupur,Adityapur,4.3,20,200,"Sweets,Snacks",license,https://www.swiggy.com/restaurants/new-chappan-bhog-bistupur-bistupur-jamshedpur-163436,"New Chappan Bhog - Bistupur, chappan bhog, bistupur, main road",Menu/163436.json
282630,TIME OUT,Adityapur,4.1,100,299,"Chaat,South Indian",1.11E+13,https://www.swiggy.com/restaurants/time-out-bistupur-jamshedpur-282630,"TIME OUT, Road no.3, contractors area, Bistupur, Jamshedpur",Menu/282630.json
255651,GUAVA - ALL DAY BISTRO,Adityapur,3.8,50,300,"Chinese,Biryani",1.11E+13,https://www.swiggy.com/restaurants/guava-all-day-bistro-bistupur-jamshedpur-255651,"GUAVA - ALL DAY BISTRO, ASL Tower, Lower Ground Floor, Road No. 4, Contractors Area, Bistupur, Jamshedpur, Jamshedpur Urban, Purbi Singhbhum(Jharkhand) -831001",Menu/255651.json
413451,Chulha Chauka,Adityapur,3.5,20,100,"Thalis,Indian",2.11E+13,https://www.swiggy.com/restaurants/chulha-chauka-bistupur-jamshedpur-413451,"Chulha Chauka, Near Royal Enfield Service Center - Ndg Motors Pvt. Ltd. Front of Munilal Hotel.",Menu/413451.json
523044,Olive  Multicuisine Restaurant,Adityapur,4,50,300,"Chinese,North Indian",2.11E+13,https://www.swiggy.com/restaurants/olive-multicuisine-restaurant-bistupur-jamshedpur-523044,"Olive  Multicuisine Restaurant, HOTEL GRAND RESIDENCY KADMA  JAMSHEDPUR PS KADMA, Kadma,  Jamshedpur, Purbi Singhbhum, Jharkhand  - 831005",Menu/523044.json
102038,Hong Kong,Adityapur,4,20,400,Chinese,1.11E+13,https://www.swiggy.com/restaurants/hong-kong-bistupur-jamshedpur-102038,"Hong Kong, Contractors Area, Near The Sonnet Hotel, Bistupur, Jamshedpur",Menu/102038.json
403754,BAKING BOND,Adityapur,4.4,20,199,"Bakery,Desserts",1.11E+13,https://www.swiggy.com/restaurants/baking-bond-mango-bistupur-jamshedpur-403754,"BAKING BOND, H NO. 6, GYATRI ENCLAVE, KHAO GALI, BISTUPUR, JAMSHEDPUR - 831001",Menu/403754.json
